Soil Moisture,Temperature, Soil Humidity,N,P,K,Status,Fertilizer,Pest
29,43,21,10,97,47,ON,20-20,AmericanBollworm-Larva
35,8,39,61,12,82,ON,Urea,AmericanBollworm-Larva
49,13,20,94,53,68,ON,17-17-17,Aphid
37,5,30,16,93,95,OFF,DAP,AmericanBollworm-Larva
30,9,30,41,57,16,OFF,DAP,Jassid
56,10,52,72,20,96,OFF,14-35-14,Aphid
57,32,46,29,80,35,ON,28-28,Spodoptera
34,21,40,6,79,61,ON,10-26-26,PinkBollworm-Larva
63,5,47,45,49,81,OFF,10-26-26,Jassid
73,32,61,38,53,77,ON,20-20,AmericanBollworm-Larva
78,28,44,86,17,63,OFF,14-35-14,Jassid
2,34,66,42,75,88,OFF,Urea,PinkBollworm-Larva
42,18,29,48,66,88,OFF,10-26-26,Jassid
38,42,38,12,63,6,OFF,28-28,AmericanBollworm-Larva
2,35,30,67,31,45,OFF,28-28,Mealybug
60,34,37,38,34,84,ON,17-17-17,Mealybug
36,24,61,31,10,98,OFF,10-26-26,Mealybug
68,7,34,86,19,42,OFF,Urea,AmericanBollworm-Egg
58,24,30,72,14,80,ON,28-28,Spodoptera
51,9,31,45,22,50,ON,10-26-26,PinkBollworm-Larva
43,25,52,67,83,5,ON,Urea,Jassid
45,24,63,19,31,62,OFF,20-20,Jassid
34,41,35,43,41,30,ON,20-20,Mealybug
83,17,52,68,38,15,OFF,10-26-26,Aphid
43,3,62,58,83,13,ON,28-28,Jassid
13,37,24,89,26,58,ON,28-28,Aphid
54,25,55,68,72,26,ON,DAP,Aphid
87,40,70,5,24,36,OFF,17-17-17,Aphid
2,15,44,33,59,54,ON,28-28,Jassid
27,26,56,74,4,41,ON,DAP,PinkBollworm-Larva
7,39,56,98,78,93,ON,14-35-14,Spodoptera
10,44,36,90,81,3,ON,DAP,AmericanBollworm-Larva
72,28,35,66,82,53,ON,DAP,PinkBollworm-Larva
16,37,43,22,20,44,ON,Urea,PinkBollworm-Larva
65,36,36,21,88,78,ON,10-26-26,Jassid
1,16,61,1,26,74,OFF,28-28,Spodoptera
68,22,24,71,3,96,OFF,17-17-17,PinkBollworm-Larva
72,44,30,67,17,92,OFF,28-28,PinkBollworm-Larva
76,39,29,2,88,28,ON,17-17-17,AmericanBollworm-Larva
32,2,35,82,6,69,OFF,Urea,Aphid
7,24,36,93,5,78,OFF,20-20,AmericanBollworm-Larva
78,24,23,63,59,3,OFF,10-26-26,AmericanBollworm-Egg
1,25,37,76,29,82,OFF,28-28,Jassid
17,41,69,37,32,34,OFF,Urea,Jassid
57,35,23,26,69,12,OFF,17-17-17,Jassid
31,14,24,90,45,82,ON,17-17-17,Aphid
83,16,48,47,80,64,OFF,28-28,Mealybug
47,30,51,95,91,45,ON,20-20,Spodoptera
62,42,50,77,5,10,ON,Urea,AmericanBollworm-Egg
35,11,28,71,53,40,OFF,20-20,Jassid
35,6,62,3,17,41,OFF,14-35-14,Mealybug
1,23,57,86,35,78,ON,Urea,PinkBollworm-Larva
46,8,35,79,38,22,ON,10-26-26,Mealybug
84,45,38,60,20,18,OFF,17-17-17,Aphid
78,37,21,64,7,92,ON,17-17-17,Mealybug
69,13,46,16,93,87,OFF,14-35-14,AmericanBollworm-Egg
14,35,34,71,89,9,ON,10-26-26,PinkBollworm-Larva
46,41,28,75,66,8,ON,Urea,PinkBollworm-Larva
41,34,56,9,2,39,ON,10-26-26,Spodoptera
66,32,37,23,20,53,OFF,28-28,Aphid
86,36,65,38,94,18,OFF,28-28,AmericanBollworm-Larva
21,40,25,40,34,3,ON,Urea,AmericanBollworm-Egg
76,35,64,8,52,28,ON,10-26-26,AmericanBollworm-Egg
65,38,36,30,72,87,OFF,10-26-26,Jassid
33,19,27,14,95,29,ON,20-20,Aphid
69,4,35,51,74,93,OFF,14-35-14,AmericanBollworm-Larva
38,6,53,33,29,4,ON,28-28,Mealybug
75,4,29,9,1,37,OFF,Urea,Jassid
34,24,69,49,17,98,ON,28-28,Spodoptera
58,13,47,80,32,32,ON,DAP,AmericanBollworm-Larva
37,39,48,54,91,90,OFF,Urea,AmericanBollworm-Larva
69,9,59,5,9,41,OFF,10-26-26,Jassid
46,38,27,2,25,1,OFF,DAP,Spodoptera
3,28,47,80,36,1,ON,DAP,Jassid
9,10,39,44,22,71,ON,28-28,PinkBollworm-Larva
83,33,64,16,2,55,OFF,Urea,AmericanBollworm-Egg
46,10,33,20,87,90,OFF,10-26-26,Jassid
62,28,57,28,94,21,ON,17-17-17,AmericanBollworm-Egg
34,33,30,55,21,4,ON,20-20,Mealybug
36,16,68,71,43,35,ON,17-17-17,AmericanBollworm-Larva
37,45,69,54,64,91,ON,DAP,Spodoptera
52,18,66,25,71,89,OFF,14-35-14,Jassid
85,34,51,92,97,57,OFF,DAP,PinkBollworm-Larva
27,34,32,10,18,19,OFF,Urea,Mealybug
42,9,30,22,65,70,OFF,20-20,PinkBollworm-Larva
84,22,64,42,73,9,ON,DAP,Spodoptera
76,25,38,96,9,70,ON,17-17-17,Mealybug
49,43,51,75,33,70,ON,14-35-14,PinkBollworm-Larva
48,44,51,92,96,86,ON,28-28,AmericanBollworm-Larva
16,34,39,6,27,25,ON,10-26-26,Spodoptera
71,30,42,46,48,84,OFF,Urea,PinkBollworm-Larva
14,31,42,37,51,29,ON,17-17-17,PinkBollworm-Larva
43,39,26,70,43,16,OFF,DAP,Aphid
65,32,32,2,60,98,OFF,DAP,PinkBollworm-Larva
73,35,62,45,18,32,ON,28-28,PinkBollworm-Larva
23,0,27,5,70,5,OFF,Urea,AmericanBollworm-Larva
63,12,31,98,35,77,OFF,10-26-26,Aphid
51,24,43,70,57,51,ON,17-17-17,Mealybug
67,1,49,20,85,49,OFF,20-20,Mealybug
63,10,63,40,35,0,OFF,28-28,Spodoptera
7,3,63,45,38,91,ON,10-26-26,Spodoptera
53,36,65,45,64,87,ON,DAP,AmericanBollworm-Egg
25,34,52,89,52,23,ON,14-35-14,Jassid
59,17,55,78,40,82,OFF,10-26-26,Spodoptera
53,30,69,16,52,14,ON,Urea,Aphid
62,8,24,94,28,49,OFF,28-28,Jassid
33,7,54,25,88,27,OFF,10-26-26,AmericanBollworm-Larva
28,36,60,64,56,15,ON,28-28,AmericanBollworm-Larva
17,42,54,54,65,80,ON,14-35-14,PinkBollworm-Larva
65,1,29,44,85,84,OFF,28-28,Spodoptera
90,33,70,34,39,22,ON,Urea,AmericanBollworm-Egg
31,20,33,7,94,6,OFF,10-26-26,PinkBollworm-Larva
89,27,55,14,61,89,OFF,10-26-26,AmericanBollworm-Larva
65,20,65,67,22,73,OFF,28-28,Spodoptera
26,13,24,16,36,42,ON,Urea,Aphid
48,4,22,41,40,47,ON,17-17-17,Jassid
67,6,21,15,11,36,OFF,28-28,Aphid
74,39,62,95,37,72,OFF,20-20,Jassid
54,32,61,82,2,98,OFF,10-26-26,Mealybug
21,18,46,62,63,46,ON,28-28,AmericanBollworm-Larva
86,27,67,72,48,42,ON,20-20,Spodoptera
26,4,66,70,2,51,ON,28-28,PinkBollworm-Larva
48,16,40,82,19,28,OFF,Urea,PinkBollworm-Larva
70,38,61,0,9,54,OFF,17-17-17,PinkBollworm-Larva
45,39,38,25,21,4,ON,17-17-17,Spodoptera
57,27,47,94,74,48,ON,28-28,Mealybug
31,11,29,99,2,50,ON,DAP,Mealybug
88,40,52,80,29,83,OFF,Urea,Spodoptera
16,26,32,35,18,11,ON,10-26-26,Aphid
81,6,61,72,34,34,OFF,17-17-17,Aphid
70,31,48,54,24,18,ON,20-20,Mealybug
84,22,50,21,38,0,ON,28-28,AmericanBollworm-Egg
48,23,29,35,84,90,OFF,28-28,AmericanBollworm-Larva
35,44,49,44,5,0,ON,28-28,AmericanBollworm-Larva
12,35,56,93,34,22,OFF,14-35-14,Mealybug
29,13,24,46,15,13,OFF,20-20,Spodoptera
61,29,37,48,74,31,OFF,28-28,Aphid
55,18,41,41,92,37,ON,20-20,AmericanBollworm-Larva
59,8,50,26,4,4,OFF,14-35-14,Mealybug
86,24,30,48,0,56,OFF,20-20,Mealybug
45,0,63,22,78,59,OFF,20-20,PinkBollworm-Larva
48,1,45,30,45,45,OFF,17-17-17,PinkBollworm-Larva
78,35,68,65,80,79,OFF,17-17-17,Aphid
46,35,24,20,38,10,ON,Urea,Jassid
20,42,52,33,56,26,ON,DAP,AmericanBollworm-Larva
62,4,36,85,4,85,OFF,17-17-17,AmericanBollworm-Larva
82,14,34,46,95,61,ON,Urea,Aphid
85,31,40,39,93,27,OFF,Urea,Spodoptera
4,32,38,17,95,17,ON,20-20,AmericanBollworm-Egg
39,36,26,35,85,82,ON,20-20,Aphid
16,41,60,13,77,77,ON,14-35-14,Spodoptera
87,4,58,21,80,73,OFF,14-35-14,PinkBollworm-Larva
52,34,48,66,84,68,ON,DAP,Mealybug
81,30,55,19,98,86,ON,Urea,AmericanBollworm-Larva
26,10,38,36,52,34,ON,28-28,Spodoptera
66,21,64,73,94,84,ON,DAP,Mealybug
87,32,67,65,60,0,ON,14-35-14,Spodoptera
49,0,45,76,12,84,OFF,DAP,Jassid
67,30,24,25,83,95,ON,Urea,AmericanBollworm-Larva
48,2,61,75,69,75,ON,14-35-14,AmericanBollworm-Larva
25,20,35,62,47,18,ON,14-35-14,Spodoptera
1,10,41,30,53,92,ON,DAP,PinkBollworm-Larva
25,7,44,22,49,93,OFF,17-17-17,AmericanBollworm-Larva
4,31,55,13,87,10,ON,14-35-14,PinkBollworm-Larva
73,21,33,6,54,61,ON,DAP,Spodoptera
47,25,23,58,31,70,ON,Urea,Aphid
72,7,47,13,3,69,OFF,14-35-14,Mealybug
14,1,56,55,56,92,ON,20-20,AmericanBollworm-Larva
51,1,35,99,33,42,OFF,14-35-14,Aphid
33,28,24,8,22,77,ON,DAP,Aphid
59,10,39,80,56,31,ON,17-17-17,Mealybug
48,38,33,18,11,33,ON,14-35-14,AmericanBollworm-Egg
1,15,34,2,13,18,ON,Urea,Mealybug
9,33,25,58,62,54,OFF,10-26-26,PinkBollworm-Larva
64,17,50,88,31,53,OFF,10-26-26,Aphid
80,10,32,81,5,72,OFF,20-20,PinkBollworm-Larva
67,7,23,52,93,97,OFF,14-35-14,AmericanBollworm-Larva
19,37,28,47,19,72,OFF,20-20,AmericanBollworm-Egg
79,41,56,15,51,7,ON,28-28,Jassid
6,10,55,31,60,3,ON,Urea,Spodoptera
27,39,54,28,97,61,ON,10-26-26,PinkBollworm-Larva
43,3,45,92,77,53,OFF,DAP,AmericanBollworm-Larva
59,43,32,60,14,50,ON,DAP,Mealybug
4,31,62,93,61,59,ON,DAP,Spodoptera
15,7,55,24,7,52,ON,14-35-14,Aphid
30,18,65,35,41,69,ON,Urea,Mealybug
41,42,58,33,26,74,ON,28-28,AmericanBollworm-Egg
58,10,61,78,36,93,OFF,28-28,Mealybug
32,19,47,26,60,92,ON,14-35-14,Jassid
20,33,23,40,47,25,ON,28-28,Jassid
76,31,65,63,97,76,OFF,14-35-14,Aphid
85,25,56,89,84,69,ON,10-26-26,Spodoptera
42,15,70,30,26,48,ON,Urea,Mealybug
80,37,25,56,55,65,ON,Urea,Mealybug
44,35,41,17,22,6,ON,10-26-26,PinkBollworm-Larva
50,38,63,26,5,95,ON,DAP,Jassid
46,31,41,12,91,5,ON,DAP,Mealybug
60,36,42,92,11,0,ON,DAP,PinkBollworm-Larva
24,0,64,5,11,86,OFF,14-35-14,Spodoptera
5,27,21,65,42,92,ON,20-20,Aphid
15,42,65,17,10,33,ON,Urea,PinkBollworm-Larva
26,33,28,61,11,40,OFF,20-20,Aphid
19,9,55,97,48,61,ON,20-20,Jassid
69,10,39,17,87,37,ON,DAP,PinkBollworm-Larva
31,14,58,28,81,24,OFF,10-26-26,Spodoptera
8,14,47,36,59,91,ON,28-28,Mealybug
83,41,42,69,21,38,ON,DAP,Jassid
29,6,58,85,75,97,OFF,20-20,AmericanBollworm-Larva
21,27,26,37,93,81,ON,17-17-17,PinkBollworm-Larva
76,12,42,12,3,85,ON,DAP,AmericanBollworm-Egg
63,22,45,80,51,23,ON,Urea,AmericanBollworm-Larva
64,11,52,81,48,41,OFF,17-17-17,AmericanBollworm-Larva
56,35,24,41,96,75,ON,Urea,AmericanBollworm-Egg
49,39,20,22,30,23,OFF,DAP,Mealybug
5,10,49,60,34,93,ON,14-35-14,Jassid
38,43,32,71,64,84,ON,Urea,Aphid
26,33,38,28,74,26,ON,14-35-14,Mealybug
46,4,42,90,39,75,OFF,Urea,Jassid
8,0,25,11,96,46,OFF,17-17-17,Spodoptera
46,8,22,65,8,78,OFF,Urea,AmericanBollworm-Larva
74,24,39,36,21,84,ON,Urea,Mealybug
21,33,42,13,72,16,ON,DAP,AmericanBollworm-Larva
20,40,42,8,96,79,OFF,Urea,PinkBollworm-Larva
84,23,47,80,18,83,OFF,10-26-26,PinkBollworm-Larva
76,31,53,50,87,91,OFF,20-20,AmericanBollworm-Larva
16,16,70,19,57,37,ON,20-20,Jassid
82,43,23,62,7,64,OFF,10-26-26,Jassid
85,23,38,33,82,83,ON,10-26-26,PinkBollworm-Larva
63,32,55,24,77,97,OFF,17-17-17,Mealybug
23,45,31,35,18,57,ON,10-26-26,PinkBollworm-Larva
83,44,32,12,60,8,ON,14-35-14,Mealybug
77,45,34,51,37,87,OFF,20-20,Mealybug
29,36,65,92,29,49,ON,Urea,PinkBollworm-Larva
40,36,45,48,30,14,OFF,Urea,Jassid
44,10,32,54,45,51,ON,17-17-17,Mealybug
5,14,45,54,33,31,ON,DAP,AmericanBollworm-Egg
80,38,30,96,52,47,OFF,28-28,AmericanBollworm-Larva
37,40,37,12,22,15,OFF,10-26-26,Mealybug
73,23,50,9,63,42,OFF,17-17-17,Jassid
32,4,44,92,18,90,OFF,20-20,Jassid
43,45,26,61,56,95,ON,DAP,Mealybug
55,5,36,34,63,89,ON,Urea,Mealybug
28,16,47,88,51,57,OFF,20-20,Aphid
62,33,52,73,73,16,ON,10-26-26,Jassid
20,22,52,93,80,92,OFF,20-20,Aphid
51,4,30,95,82,64,OFF,14-35-14,AmericanBollworm-Larva
85,36,69,78,26,91,ON,Urea,Mealybug
44,20,24,74,16,94,ON,14-35-14,Aphid
20,41,27,69,52,24,OFF,14-35-14,Aphid
55,45,61,16,42,26,OFF,28-28,PinkBollworm-Larva
10,28,52,65,98,37,ON,28-28,AmericanBollworm-Larva
9,30,70,35,78,90,ON,Urea,Jassid
28,32,43,36,49,60,ON,14-35-14,Mealybug
65,6,51,48,34,41,OFF,28-28,PinkBollworm-Larva
55,28,37,49,2,94,ON,17-17-17,AmericanBollworm-Egg
31,19,54,43,10,65,OFF,Urea,Spodoptera
29,22,42,31,49,99,ON,10-26-26,PinkBollworm-Larva
11,24,30,28,91,98,OFF,DAP,Jassid
36,35,64,1,61,79,ON,14-35-14,Mealybug
60,1,64,47,23,89,ON,20-20,PinkBollworm-Larva
20,23,65,74,26,54,ON,14-35-14,Mealybug
66,26,47,74,22,5,ON,28-28,Aphid
76,37,54,35,72,10,ON,17-17-17,Jassid
23,5,60,46,59,46,ON,Urea,Aphid
79,15,29,44,28,79,OFF,14-35-14,PinkBollworm-Larva
1,41,35,81,5,19,ON,DAP,AmericanBollworm-Egg
28,24,36,74,38,64,ON,20-20,PinkBollworm-Larva
12,4,62,67,62,63,ON,20-20,AmericanBollworm-Egg
64,30,37,74,80,35,ON,20-20,Spodoptera
3,19,67,25,61,36,ON,17-17-17,Mealybug
85,27,32,22,28,13,OFF,10-26-26,PinkBollworm-Larva
66,22,30,71,3,92,OFF,10-26-26,Mealybug
55,24,70,50,18,27,OFF,DAP,AmericanBollworm-Egg
22,40,43,0,70,90,ON,17-17-17,Aphid
87,18,43,85,63,47,OFF,14-35-14,Spodoptera
3,11,25,28,84,94,ON,DAP,PinkBollworm-Larva
16,1,55,59,22,36,ON,14-35-14,Jassid
19,32,36,28,99,38,ON,17-17-17,PinkBollworm-Larva
28,14,64,56,68,62,OFF,20-20,PinkBollworm-Larva
49,18,64,51,86,61,OFF,20-20,Mealybug
55,17,40,68,39,34,ON,Urea,Aphid
90,30,46,33,90,89,ON,14-35-14,Mealybug
23,45,64,71,47,35,ON,DAP,Aphid
39,30,34,92,30,8,OFF,DAP,Aphid
77,14,21,15,40,22,OFF,14-35-14,PinkBollworm-Larva
38,10,42,2,24,71,OFF,20-20,PinkBollworm-Larva
46,20,21,23,51,96,ON,14-35-14,Jassid
80,13,61,91,63,16,OFF,DAP,Spodoptera
61,34,32,26,97,9,OFF,10-26-26,AmericanBollworm-Egg
45,20,58,80,38,69,ON,DAP,Aphid
75,28,63,54,64,27,OFF,Urea,Mealybug
24,3,21,90,67,18,OFF,Urea,Aphid
47,13,20,10,25,36,OFF,17-17-17,Mealybug
29,37,52,74,90,17,ON,17-17-17,Mealybug
18,11,67,52,1,53,ON,Urea,Spodoptera
64,17,29,39,38,58,OFF,Urea,AmericanBollworm-Egg
72,29,53,67,44,59,OFF,10-26-26,AmericanBollworm-Larva
54,41,20,81,63,86,ON,17-17-17,AmericanBollworm-Larva
13,18,42,37,99,86,ON,14-35-14,AmericanBollworm-Larva
5,1,64,33,95,86,ON,20-20,Jassid
73,40,26,55,48,21,OFF,20-20,PinkBollworm-Larva
54,43,39,49,69,35,ON,Urea,Spodoptera
57,9,35,45,72,33,OFF,20-20,Aphid
90,27,30,47,55,9,OFF,10-26-26,Mealybug
77,41,59,30,37,31,OFF,DAP,AmericanBollworm-Larva
71,27,21,61,10,8,OFF,Urea,AmericanBollworm-Larva
28,44,55,95,56,5,ON,DAP,AmericanBollworm-Larva
10,32,69,17,66,6,ON,14-35-14,Jassid
75,25,50,44,69,19,ON,14-35-14,Jassid
57,37,37,35,36,68,ON,20-20,AmericanBollworm-Larva
45,33,32,16,72,89,OFF,DAP,Jassid
55,7,44,81,95,99,ON,20-20,PinkBollworm-Larva
35,41,52,69,73,59,ON,17-17-17,Aphid
73,16,66,74,55,54,ON,20-20,AmericanBollworm-Larva
61,19,48,2,55,4,OFF,Urea,Aphid
67,38,31,37,86,90,ON,17-17-17,AmericanBollworm-Larva
35,12,45,30,40,12,ON,20-20,PinkBollworm-Larva
39,7,57,78,19,14,OFF,17-17-17,Mealybug
50,32,21,94,94,23,ON,DAP,AmericanBollworm-Egg
81,9,49,58,37,26,OFF,10-26-26,Spodoptera
57,34,41,0,76,24,ON,DAP,Spodoptera
72,25,63,25,49,21,OFF,20-20,Jassid
44,43,59,77,74,0,ON,DAP,AmericanBollworm-Larva
79,0,37,34,15,82,OFF,10-26-26,Spodoptera
65,36,34,32,26,64,OFF,20-20,Jassid
8,14,46,43,11,31,OFF,10-26-26,AmericanBollworm-Larva
45,6,49,77,49,99,OFF,Urea,AmericanBollworm-Larva
76,16,46,17,3,61,ON,17-17-17,Mealybug
60,9,45,66,74,67,OFF,28-28,AmericanBollworm-Egg
71,36,63,38,35,46,OFF,17-17-17,AmericanBollworm-Larva
65,36,22,16,15,62,ON,28-28,Mealybug
33,42,26,5,7,84,ON,10-26-26,Spodoptera
85,6,46,29,15,83,OFF,DAP,Spodoptera
53,43,66,46,43,88,ON,DAP,Aphid
90,43,55,29,16,37,ON,10-26-26,PinkBollworm-Larva
25,8,43,90,44,61,OFF,10-26-26,PinkBollworm-Larva
60,31,51,96,74,79,ON,28-28,Jassid
7,20,33,89,52,97,OFF,17-17-17,PinkBollworm-Larva
89,24,32,9,24,0,OFF,10-26-26,Spodoptera
74,19,66,99,65,16,OFF,28-28,AmericanBollworm-Larva
10,1,49,84,19,8,ON,20-20,Aphid
37,44,61,14,68,17,ON,10-26-26,AmericanBollworm-Egg
70,5,27,87,1,73,OFF,DAP,AmericanBollworm-Egg
33,25,40,41,47,86,ON,17-17-17,Spodoptera
81,34,42,46,37,59,OFF,DAP,AmericanBollworm-Egg
66,4,49,59,62,31,OFF,17-17-17,AmericanBollworm-Larva
57,1,23,2,88,5,ON,14-35-14,Jassid
64,12,65,6,25,57,ON,DAP,Aphid
72,27,60,19,39,98,OFF,20-20,PinkBollworm-Larva
21,27,47,33,73,80,ON,DAP,Spodoptera
4,5,48,57,3,68,OFF,DAP,PinkBollworm-Larva
10,12,20,77,69,44,ON,20-20,Spodoptera
52,38,20,41,83,7,ON,17-17-17,Mealybug
57,38,58,30,33,19,ON,10-26-26,PinkBollworm-Larva
51,0,69,44,23,67,OFF,20-20,AmericanBollworm-Larva
61,45,41,65,60,19,OFF,14-35-14,PinkBollworm-Larva
2,45,64,39,13,74,ON,20-20,AmericanBollworm-Egg
11,17,27,44,80,35,OFF,Urea,PinkBollworm-Larva
82,38,35,15,46,35,ON,Urea,AmericanBollworm-Larva
38,17,66,5,1,93,ON,20-20,Jassid
73,24,44,59,79,97,OFF,Urea,Mealybug
9,41,47,90,98,11,ON,10-26-26,Jassid
1,1,43,66,92,73,ON,20-20,Jassid
75,19,70,63,36,77,OFF,DAP,Mealybug
39,25,63,50,29,3,OFF,17-17-17,AmericanBollworm-Larva
84,37,57,51,59,29,OFF,DAP,PinkBollworm-Larva
26,9,47,41,53,87,OFF,14-35-14,AmericanBollworm-Egg
39,12,31,60,4,71,OFF,14-35-14,AmericanBollworm-Egg
80,31,28,6,51,33,OFF,20-20,PinkBollworm-Larva
77,45,60,53,74,9,OFF,14-35-14,Spodoptera
46,19,34,17,14,94,ON,14-35-14,Aphid
50,0,31,28,9,35,OFF,28-28,Aphid
45,18,61,37,82,79,OFF,Urea,AmericanBollworm-Egg
58,10,45,24,18,1,OFF,20-20,Spodoptera
87,1,44,65,24,81,OFF,17-17-17,Spodoptera
44,8,20,94,23,96,ON,28-28,Spodoptera
42,33,44,91,87,41,ON,10-26-26,Jassid
11,11,25,35,46,19,ON,28-28,Mealybug
31,28,54,70,44,67,ON,DAP,PinkBollworm-Larva
74,19,53,38,41,7,OFF,17-17-17,Jassid
5,20,43,7,85,4,ON,14-35-14,PinkBollworm-Larva
62,18,31,7,74,91,OFF,20-20,Aphid
82,14,21,8,50,84,OFF,14-35-14,Jassid
57,1,47,77,42,79,OFF,DAP,Spodoptera
80,38,67,33,34,43,ON,10-26-26,PinkBollworm-Larva
83,0,54,9,9,45,OFF,10-26-26,Spodoptera
7,8,30,63,98,97,ON,17-17-17,Mealybug
19,33,52,66,67,74,OFF,28-28,Spodoptera
62,1,47,95,2,99,OFF,20-20,Jassid
40,44,56,63,7,61,OFF,14-35-14,PinkBollworm-Larva
66,13,47,45,92,8,OFF,10-26-26,AmericanBollworm-Egg
50,44,27,54,34,31,ON,20-20,Aphid
67,45,32,25,67,96,ON,Urea,PinkBollworm-Larva
89,19,56,55,25,39,OFF,14-35-14,Aphid
70,7,48,10,85,28,OFF,20-20,Jassid
46,27,49,49,38,51,ON,DAP,Jassid
40,5,21,10,99,81,OFF,20-20,AmericanBollworm-Egg
53,16,26,29,1,8,OFF,14-35-14,AmericanBollworm-Larva
56,27,34,55,30,92,ON,20-20,AmericanBollworm-Egg
18,12,21,22,44,85,ON,DAP,Aphid
6,28,66,96,16,79,ON,17-17-17,AmericanBollworm-Egg
26,27,65,76,12,82,ON,10-26-26,Spodoptera
16,40,41,13,77,38,ON,10-26-26,AmericanBollworm-Larva
88,27,54,71,8,35,ON,14-35-14,AmericanBollworm-Larva
22,14,36,45,1,26,ON,10-26-26,AmericanBollworm-Egg
68,6,31,96,76,95,OFF,10-26-26,PinkBollworm-Larva
59,9,38,7,70,51,ON,10-26-26,Jassid
7,38,21,82,55,88,ON,10-26-26,Spodoptera
54,12,61,8,16,81,OFF,17-17-17,PinkBollworm-Larva
41,25,23,80,36,70,ON,20-20,PinkBollworm-Larva
12,41,57,40,53,39,ON,14-35-14,Aphid
28,15,50,45,19,82,OFF,10-26-26,Aphid
82,44,41,4,77,73,ON,28-28,Mealybug
49,28,41,37,91,30,OFF,20-20,Mealybug
50,28,65,81,91,49,ON,17-17-17,Aphid
27,40,31,77,39,70,OFF,14-35-14,Spodoptera
89,45,59,65,13,3,ON,DAP,Aphid
5,7,31,58,88,6,OFF,Urea,Jassid
87,25,32,36,64,16,ON,14-35-14,Mealybug
3,4,48,50,77,87,ON,17-17-17,PinkBollworm-Larva
82,19,55,34,87,17,OFF,17-17-17,AmericanBollworm-Larva
6,20,68,38,4,99,ON,17-17-17,PinkBollworm-Larva
83,32,68,48,13,59,ON,14-35-14,Spodoptera
61,14,37,43,50,35,ON,Urea,Spodoptera
44,11,58,24,37,44,OFF,20-20,AmericanBollworm-Egg
64,17,31,41,32,34,OFF,28-28,Jassid
10,37,47,11,37,36,ON,17-17-17,Jassid
86,33,41,7,98,73,ON,28-28,Jassid
45,30,59,72,57,72,ON,Urea,AmericanBollworm-Larva
59,32,24,91,89,37,ON,17-17-17,Jassid
49,23,43,73,66,56,ON,20-20,AmericanBollworm-Egg
42,30,29,99,68,18,OFF,28-28,AmericanBollworm-Egg
16,14,40,21,82,36,ON,17-17-17,AmericanBollworm-Egg
61,40,45,90,64,14,ON,20-20,Aphid
50,27,28,46,61,44,OFF,Urea,Aphid
58,44,21,10,50,58,ON,14-35-14,Aphid
1,34,62,65,8,98,ON,14-35-14,Spodoptera
1,31,66,32,72,55,ON,10-26-26,Spodoptera
32,17,58,83,82,56,OFF,DAP,AmericanBollworm-Larva
10,40,36,40,73,73,ON,28-28,AmericanBollworm-Larva
12,26,32,32,73,62,OFF,DAP,PinkBollworm-Larva
58,13,44,88,84,77,ON,14-35-14,Spodoptera
15,39,44,98,79,40,OFF,10-26-26,AmericanBollworm-Larva
83,7,68,75,99,95,OFF,Urea,AmericanBollworm-Egg
23,32,54,61,3,16,ON,28-28,Jassid
85,16,60,15,16,50,OFF,Urea,Aphid
3,0,34,10,31,73,ON,Urea,Aphid
58,29,36,12,90,28,ON,28-28,Jassid
84,17,69,87,65,85,OFF,14-35-14,AmericanBollworm-Egg
80,23,40,44,93,34,OFF,DAP,AmericanBollworm-Egg
20,25,65,76,20,79,ON,17-17-17,Mealybug
29,34,70,92,93,58,ON,17-17-17,Spodoptera
45,44,62,87,54,2,OFF,Urea,Spodoptera
64,6,47,12,61,16,OFF,Urea,Aphid
56,34,36,57,82,47,ON,20-20,Mealybug
64,8,38,7,71,62,OFF,14-35-14,PinkBollworm-Larva
81,21,61,51,53,20,OFF,17-17-17,Mealybug
70,1,30,83,86,86,OFF,14-35-14,AmericanBollworm-Larva
38,29,27,39,7,58,ON,28-28,Mealybug
19,5,29,56,89,80,ON,28-28,Mealybug
89,21,25,79,95,17,OFF,Urea,AmericanBollworm-Egg
21,31,34,80,35,29,OFF,Urea,Aphid
6,5,23,70,2,70,ON,Urea,Jassid
40,21,64,16,68,35,ON,DAP,Aphid
45,42,50,61,29,81,ON,DAP,Aphid
59,30,45,4,91,57,OFF,20-20,AmericanBollworm-Larva
38,19,25,73,14,2,ON,Urea,Jassid
51,30,58,27,95,43,ON,14-35-14,Spodoptera
84,43,36,88,86,17,ON,14-35-14,Mealybug
45,13,65,6,37,27,ON,28-28,AmericanBollworm-Larva
26,14,38,16,87,62,ON,14-35-14,AmericanBollworm-Egg
35,27,30,25,16,53,ON,20-20,Jassid
42,6,24,40,91,52,OFF,Urea,AmericanBollworm-Larva
70,0,56,23,6,16,OFF,10-26-26,Mealybug
16,10,24,65,32,78,OFF,10-26-26,Spodoptera
39,39,63,66,95,63,ON,20-20,Spodoptera
40,3,45,23,23,81,OFF,20-20,Mealybug
60,27,27,82,23,56,ON,20-20,PinkBollworm-Larva
58,12,55,51,92,86,OFF,28-28,PinkBollworm-Larva
30,9,56,72,49,51,OFF,Urea,AmericanBollworm-Egg
29,28,65,70,40,43,ON,DAP,PinkBollworm-Larva
15,30,58,97,16,35,ON,Urea,Spodoptera
75,10,67,49,74,82,OFF,20-20,Jassid
